year,level_1,level_2,level_3,level_4,value
2009,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2009,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,62
2009,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2009,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",na
2009,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",na
2010,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,40.2
2010,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,112.5
2010,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,100.7
2010,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,266.6
2010,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,83.3
2010,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",32.9
2010,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",65.8
2010,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,8
2010,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,19.7
2010,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,11.5
2010,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,18.1
2010,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,6.5
2010,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4.3
2010,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.9
2010,Managers & Administrators,Services,Business Services,Real Estate Services,7.7
2010,Managers & Administrators,Services,Business Services,Professional Services,16.3
2010,Managers & Administrators,Services,Business Services,Administrative & Support Services,8.3
2010,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,16.9
2010,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,6.1
2010,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.7
2010,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2010,Working Proprietors,Services,Business Services,Real Estate Services,0.3
2010,Working Proprietors,Services,Business Services,Professional Services,3.4
2010,Working Proprietors,Services,Business Services,Administrative & Support Services,3.2
2010,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.2
2010,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2010,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.6
2010,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2010,Professionals,Services,Business Services,Real Estate Services,2.3
2010,Professionals,Services,Business Services,Professional Services,38.6
2010,Professionals,Services,Business Services,Administrative & Support Services,4.5
2010,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,68.2
2010,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,18.1
2010,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.6
2010,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.8
2010,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,21.2
2010,Associate Professionals & Technicians,Services,Business Services,Professional Services,29
2010,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,10.2
2010,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,64.4
2010,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,33.6
2010,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",7.1
2010,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9
2010,Clerical Support Workers,Services,Business Services,Real Estate Services,5.4
2010,Clerical Support Workers,Services,Business Services,Professional Services,18.3
2010,Clerical Support Workers,Services,Business Services,Administrative & Support Services,14.2
2010,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,22.8
2010,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,14.5
2010,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4.3
2010,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.1
2010,Service & Sales Workers,Services,Business Services,Real Estate Services,0.9
2010,Service & Sales Workers,Services,Business Services,Professional Services,1
2010,Service & Sales Workers,Services,Business Services,Administrative & Support Services,22.2
2010,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,18.4
2010,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,5.6
2010,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",10.4
2010,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",20.1
2010,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,0.5
2010,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,2
2010,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,4.3
2010,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.9
2010,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2010,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.2
2010,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.5
2010,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.2
2010,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,2.3
2010,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,2.6
2010,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.7
2010,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.8
2010,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.4
2010,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.1
2010,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,1.6
2010,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,1.6
2010,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,31.2
2010,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,6.3
2010,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,3.9
2010,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.4
2010,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.3
2010,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2010,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2010,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2010,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,66.8
2010,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2010,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.1
2010,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0
2011,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,48.9
2011,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,124.8
2011,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,97.9
2011,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,266.3
2011,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,87.4
2011,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",33.7
2011,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",65.7
2011,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,8.2
2011,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,27.9
2011,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,12.3
2011,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,16.8
2011,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,6.3
2011,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4
2011,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.2
2011,Managers & Administrators,Services,Business Services,Real Estate Services,7.9
2011,Managers & Administrators,Services,Business Services,Professional Services,23
2011,Managers & Administrators,Services,Business Services,Administrative & Support Services,9.3
2011,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,15.4
2011,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,6
2011,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.3
2011,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2011,Working Proprietors,Services,Business Services,Real Estate Services,0.3
2011,Working Proprietors,Services,Business Services,Professional Services,4.9
2011,Working Proprietors,Services,Business Services,Administrative & Support Services,3
2011,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.4
2011,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.3
2011,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.7
2011,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.7
2011,Professionals,Services,Business Services,Real Estate Services,2.4
2011,Professionals,Services,Business Services,Professional Services,36.6
2011,Professionals,Services,Business Services,Administrative & Support Services,2.2
2011,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,65.8
2011,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,16.6
2011,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.1
2011,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.9
2011,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,27.8
2011,Associate Professionals & Technicians,Services,Business Services,Professional Services,33.2
2011,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,10.9
2011,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,69.4
2011,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,34.8
2011,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",7.3
2011,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.3
2011,Clerical Support Workers,Services,Business Services,Real Estate Services,6.3
2011,Clerical Support Workers,Services,Business Services,Professional Services,20.4
2011,Clerical Support Workers,Services,Business Services,Administrative & Support Services,12.7
2011,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,24.1
2011,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,17.6
2011,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4.9
2011,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.8
2011,Service & Sales Workers,Services,Business Services,Real Estate Services,0.9
2011,Service & Sales Workers,Services,Business Services,Professional Services,1.1
2011,Service & Sales Workers,Services,Business Services,Administrative & Support Services,21.9
2011,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,15.3
2011,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,6.7
2011,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",10.4
2011,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",18.9
2011,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,1.5
2011,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,2
2011,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,3.2
2011,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.3
2011,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2011,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.5
2011,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9.2
2011,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.3
2011,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,1.5
2011,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,2.7
2011,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.3
2011,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.9
2011,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.3
2011,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.6
2011,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,1.5
2011,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,2.1
2011,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,32
2011,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,5.4
2011,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4.2
2011,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.9
2011,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8
2011,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2011,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2011,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2011,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,68.7
2011,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2011,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.2
2011,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0
2012,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,52
2012,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,135
2012,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,102.8
2012,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,275.1
2012,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,90.8
2012,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",39
2012,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",65.3
2012,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,8.4
2012,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,26.5
2012,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,11.3
2012,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,19.2
2012,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,5.6
2012,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4.4
2012,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6
2012,Managers & Administrators,Services,Business Services,Real Estate Services,8.1
2012,Managers & Administrators,Services,Business Services,Professional Services,22.2
2012,Managers & Administrators,Services,Business Services,Administrative & Support Services,8.1
2012,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,17.9
2012,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,5.1
2012,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.9
2012,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.3
2012,Working Proprietors,Services,Business Services,Real Estate Services,0.3
2012,Working Proprietors,Services,Business Services,Professional Services,4.3
2012,Working Proprietors,Services,Business Services,Administrative & Support Services,3.3
2012,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.3
2012,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.4
2012,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.5
2012,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.6
2012,Professionals,Services,Business Services,Real Estate Services,2.8
2012,Professionals,Services,Business Services,Professional Services,43
2012,Professionals,Services,Business Services,Administrative & Support Services,2.8
2012,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,69.4
2012,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,16.6
2012,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.9
2012,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4
2012,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,26.5
2012,Associate Professionals & Technicians,Services,Business Services,Professional Services,35.8
2012,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,13.4
2012,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,69.9
2012,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,38.3
2012,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",7.9
2012,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8
2012,Clerical Support Workers,Services,Business Services,Real Estate Services,8.2
2012,Clerical Support Workers,Services,Business Services,Professional Services,21.5
2012,Clerical Support Workers,Services,Business Services,Administrative & Support Services,12.5
2012,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,21
2012,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,18.3
2012,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",6.1
2012,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",7.2
2012,Service & Sales Workers,Services,Business Services,Real Estate Services,1.5
2012,Service & Sales Workers,Services,Business Services,Professional Services,1.2
2012,Service & Sales Workers,Services,Business Services,Administrative & Support Services,22
2012,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,21
2012,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,7.1
2012,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",13
2012,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",21.9
2012,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,1.6
2012,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,2.7
2012,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,4.3
2012,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.7
2012,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2012,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.7
2012,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9.3
2012,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.3
2012,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,2.5
2012,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,3.1
2012,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.5
2012,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.7
2012,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.5
2012,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.4
2012,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,2.6
2012,"Cleaners, Labourers & Related Workers",Services,Business Services,Professional Services,1.7
2012,"Cleaners, Labourers & Related Workers",Services,Business Services,Administrative & Support Services,33.3
2012,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Public Administration & Education Services,6.2
2012,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services",Health & Social Services,4
2012,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.2
2012,"Cleaners, Labourers & Related Workers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.5
2012,Other Occupation Groups Nes,Services,Business Services,Real Estate Services,0
2012,Other Occupation Groups Nes,Services,Business Services,Professional Services,0
2012,Other Occupation Groups Nes,Services,Business Services,Administrative & Support Services,0
2012,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Public Administration & Education Services,67.2
2012,Other Occupation Groups Nes,Services,"Community, Social & Personal Services",Health & Social Services,0
2012,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.2
2012,Other Occupation Groups Nes,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0
2013,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Real Estate Services,49.3
2013,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Professional Services,142.8
2013,"All Occupation Groups, (Total Employed Residents)",Services,Business Services,Administrative & Support Services,99.5
2013,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Public Administration & Education Services,284.8
2013,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services",Health & Social Services,94.8
2013,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",37.2
2013,"All Occupation Groups, (Total Employed Residents)",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",69.3
2013,"Legislators, Senior Officials & Managers",Services,Business Services,Real Estate Services,6.7
2013,"Legislators, Senior Officials & Managers",Services,Business Services,Professional Services,30.2
2013,"Legislators, Senior Officials & Managers",Services,Business Services,Administrative & Support Services,11.6
2013,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Public Administration & Education Services,19.3
2013,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services",Health & Social Services,6.8
2013,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",4.8
2013,"Legislators, Senior Officials & Managers",Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",6.8
2013,Managers & Administrators,Services,Business Services,Real Estate Services,6.4
2013,Managers & Administrators,Services,Business Services,Professional Services,24.5
2013,Managers & Administrators,Services,Business Services,Administrative & Support Services,7.5
2013,Managers & Administrators,Services,"Community, Social & Personal Services",Public Administration & Education Services,17.8
2013,Managers & Administrators,Services,"Community, Social & Personal Services",Health & Social Services,6.2
2013,Managers & Administrators,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.8
2013,Managers & Administrators,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.2
2013,Working Proprietors,Services,Business Services,Real Estate Services,0.3
2013,Working Proprietors,Services,Business Services,Professional Services,5.7
2013,Working Proprietors,Services,Business Services,Administrative & Support Services,4.1
2013,Working Proprietors,Services,"Community, Social & Personal Services",Public Administration & Education Services,1.5
2013,Working Proprietors,Services,"Community, Social & Personal Services",Health & Social Services,0.6
2013,Working Proprietors,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1
2013,Working Proprietors,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.6
2013,Professionals,Services,Business Services,Real Estate Services,2.4
2013,Professionals,Services,Business Services,Professional Services,41.2
2013,Professionals,Services,Business Services,Administrative & Support Services,3.1
2013,Professionals,Services,"Community, Social & Personal Services",Public Administration & Education Services,73.3
2013,Professionals,Services,"Community, Social & Personal Services",Health & Social Services,17.8
2013,Professionals,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.9
2013,Professionals,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.1
2013,Associate Professionals & Technicians,Services,Business Services,Real Estate Services,27.7
2013,Associate Professionals & Technicians,Services,Business Services,Professional Services,40.1
2013,Associate Professionals & Technicians,Services,Business Services,Administrative & Support Services,12.1
2013,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Public Administration & Education Services,76
2013,Associate Professionals & Technicians,Services,"Community, Social & Personal Services",Health & Social Services,38.7
2013,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",8.5
2013,Associate Professionals & Technicians,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",10.1
2013,Clerical Support Workers,Services,Business Services,Real Estate Services,6.7
2013,Clerical Support Workers,Services,Business Services,Professional Services,23
2013,Clerical Support Workers,Services,Business Services,Administrative & Support Services,13.6
2013,Clerical Support Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,24.2
2013,Clerical Support Workers,Services,"Community, Social & Personal Services",Health & Social Services,18.5
2013,Clerical Support Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",5.7
2013,Clerical Support Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",8.9
2013,Service & Sales Workers,Services,Business Services,Real Estate Services,1
2013,Service & Sales Workers,Services,Business Services,Professional Services,1.8
2013,Service & Sales Workers,Services,Business Services,Administrative & Support Services,22.6
2013,Service & Sales Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,17.8
2013,Service & Sales Workers,Services,"Community, Social & Personal Services",Health & Social Services,7.2
2013,Service & Sales Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",11.3
2013,Service & Sales Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",19.5
2013,Craftsmen & Related Trades Workers,Services,Business Services,Real Estate Services,1.1
2013,Craftsmen & Related Trades Workers,Services,Business Services,Professional Services,2.4
2013,Craftsmen & Related Trades Workers,Services,Business Services,Administrative & Support Services,3.5
2013,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.5
2013,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services",Health & Social Services,0.1
2013,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.8
2013,Craftsmen & Related Trades Workers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",9.3
2013,Plant & Machine Operators & Assemblers,Services,Business Services,Real Estate Services,0.2
2013,Plant & Machine Operators & Assemblers,Services,Business Services,Professional Services,2.2
2013,Plant & Machine Operators & Assemblers,Services,Business Services,Administrative & Support Services,2.8
2013,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Public Administration & Education Services,0.6
2013,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services",Health & Social Services,0.9
2013,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.3
2013,Plant & Machine Operators & Assemblers,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2013,"Cleaners, Labourers & Related Workers",Services,Business Services,Real Estate Services,3.5
