year,level_1,level_2,level_3,level_4,value
2010,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.6
2010,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,2.5
2010,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,7.7
2010,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,5.6
2010,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.5
2010,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.6
2010,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2
2010,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.9
2010,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,3
2010,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,7.7
2010,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,7.9
2010,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.8
2010,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.4
2010,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.4
2010,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.8
2010,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,2.7
2010,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,6.1
2010,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,6.8
2010,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.8
2010,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2010,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.1
2010,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.5
2010,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,2.3
2010,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,4.2
2010,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,7.8
2010,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.7
2010,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2010,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.9
2010,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2010,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,1.5
2010,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,1.8
2010,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,5
2010,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,3.7
2010,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.5
2010,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.8
2010,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.3
2010,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,0.6
2010,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,1.8
2010,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,7.1
2010,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,2.2
2010,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2010,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.7
2010,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.7
2011,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,25.1
2011,All Industries (Employed Male Residents),Services,Business Services,Professional Services,64.1
2011,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,54.5
2011,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,145.2
2011,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,19.8
2011,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",18
2011,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",28.9
2011,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,0
2011,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,0.3
2011,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,0.4
2011,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13.7
2011,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.2
2011,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.5
2011,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0
2011,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,0.6
2011,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,2.1
2011,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,1.9
2011,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,46
2011,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.9
2011,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.6
2011,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.6
2011,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,2.6
2011,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,7.2
2011,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,3.9
2011,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,18
2011,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2011,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.2
2011,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.2
2011,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,3.3
2011,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,9.2
2011,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,4.5
2011,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,15.2
2011,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2011,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.6
2011,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.1
2011,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,3.1
2011,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,10.3
2011,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,5.4
2011,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13.8
2011,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.1
2011,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.9
2011,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.1
2011,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,3.4
2011,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,11.1
2011,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,5.4
2011,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10
2011,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.2
2011,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.1
2011,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2011,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,3
2011,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,9.2
2011,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,6
2011,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.1
2011,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2011,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.9
2011,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.5
2011,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,3.4
2011,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,5.8
2011,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,6.2
2011,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,7.3
2011,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.1
2011,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.5
2011,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.1
2011,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,3
2011,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,4.3
2011,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,6.7
2011,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.2
2011,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.7
2011,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.5
2011,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.5
2011,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,1.5
2011,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,2.8
2011,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,6.6
2011,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,3.6
2011,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.4
2011,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.8
2011,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.8
2011,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,1.1
2011,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,1.9
2011,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,7.6
2011,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,2.3
2011,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2011,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.6
2011,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.6
2012,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,26.6
2012,All Industries (Employed Male Residents),Services,Business Services,Professional Services,70.4
2012,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,57.7
2012,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,150.1
2012,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,20
2012,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",20.7
2012,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",27.3
2012,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,0.1
2012,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,0.3
2012,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,0.2
2012,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,12.1
2012,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0
2012,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.3
2012,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.1
2012,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,0.7
2012,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,2.6
2012,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,2
2012,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,48.4
2012,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.9
2012,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.9
2012,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1
2012,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,2
2012,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,8.9
2012,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,4.7
2012,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,16.2
2012,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.5
2012,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3
2012,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.5
2012,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,2.8
2012,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,9.6
2012,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,4.5
2012,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,16.4
2012,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.6
2012,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.6
2012,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.2
2012,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,3.3
2012,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,11.8
2012,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,5.1
2012,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13.6
2012,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2012,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.1
2012,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2
2012,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,2.8
2012,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,10.6
2012,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,5.8
2012,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.8
2012,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.6
2012,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2
2012,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.7
2012,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,3.9
2012,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,9.3
2012,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,5.7
2012,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,9.9
2012,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.7
2012,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.6
2012,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4
2012,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,3.4
2012,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,6.7
2012,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,6.9
2012,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.2
2012,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.4
2012,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.2
2012,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.3
2012,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,3.4
2012,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,5.4
2012,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,7.6
2012,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,6.8
2012,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.4
2012,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.9
2012,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.9
2012,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Real Estate Services,2.6
2012,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Professional Services,3.9
2012,Employed Male Residents Aged 60 - 64 Years,Services,Business Services,Administrative & Support Services,6.7
2012,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Public Administration & Education,3.9
2012,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.3
2012,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.4
2012,Employed Male Residents Aged 60 - 64 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",3.4
2012,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Real Estate Services,1.6
2012,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Professional Services,1.4
2012,Employed Male Residents Aged 65 Years & Over,Services,Business Services,Administrative & Support Services,8.4
2012,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Public Administration & Education,2.8
2012,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services",Health & Social Services,1.4
2012,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.7
2012,Employed Male Residents Aged 65 Years & Over,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.1
2013,All Industries (Employed Male Residents),Services,Business Services,Real Estate Services,25.1
2013,All Industries (Employed Male Residents),Services,Business Services,Professional Services,75.4
2013,All Industries (Employed Male Residents),Services,Business Services,Administrative & Support Services,55.7
2013,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Public Administration & Education,155.6
2013,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services",Health & Social Services,22.7
2013,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",19.9
2013,All Industries (Employed Male Residents),Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",31.4
2013,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Real Estate Services,0
2013,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Professional Services,0.3
2013,Employed Male Residents Aged 15 - 19 Years,Services,Business Services,Administrative & Support Services,0.3
2013,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Public Administration & Education,11.5
2013,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services",Health & Social Services,0.1
2013,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",0.4
2013,Employed Male Residents Aged 15 - 19 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.2
2013,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Real Estate Services,0.5
2013,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Professional Services,3
2013,Employed Male Residents Aged 20 - 24 Years,Services,Business Services,Administrative & Support Services,2.1
2013,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Public Administration & Education,47
2013,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.1
2013,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.8
2013,Employed Male Residents Aged 20 - 24 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",0.8
2013,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Real Estate Services,1.6
2013,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Professional Services,8.7
2013,Employed Male Residents Aged 25 - 29 Years,Services,Business Services,Administrative & Support Services,4.6
2013,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Public Administration & Education,16.7
2013,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services",Health & Social Services,3
2013,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",3.3
2013,Employed Male Residents Aged 25 - 29 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.8
2013,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Real Estate Services,3
2013,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Professional Services,9.1
2013,Employed Male Residents Aged 30 - 34 Years,Services,Business Services,Administrative & Support Services,4.4
2013,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Public Administration & Education,18
2013,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.7
2013,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.8
2013,Employed Male Residents Aged 30 - 34 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",1.9
2013,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Real Estate Services,2.9
2013,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Professional Services,11.1
2013,Employed Male Residents Aged 35 - 39 Years,Services,Business Services,Administrative & Support Services,4.3
2013,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Public Administration & Education,15.3
2013,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services",Health & Social Services,3.1
2013,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.5
2013,Employed Male Residents Aged 35 - 39 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.5
2013,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Real Estate Services,3.6
2013,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Professional Services,11.3
2013,Employed Male Residents Aged 40 - 44 Years,Services,Business Services,Administrative & Support Services,4.7
2013,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Public Administration & Education,13
2013,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.3
2013,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.9
2013,Employed Male Residents Aged 40 - 44 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",2.8
2013,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Real Estate Services,2.9
2013,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Professional Services,11.2
2013,Employed Male Residents Aged 45 - 49 Years,Services,Business Services,Administrative & Support Services,6.5
2013,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Public Administration & Education,10.6
2013,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.5
2013,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.9
2013,Employed Male Residents Aged 45 - 49 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",4.2
2013,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Real Estate Services,4.1
2013,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Professional Services,8.3
2013,Employed Male Residents Aged 50 - 54 Years,Services,Business Services,Administrative & Support Services,6.3
2013,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.4
2013,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services",Health & Social Services,2.7
2013,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",2.1
2013,Employed Male Residents Aged 50 - 54 Years,Services,"Community, Social & Personal Services","Other Community, Social & Personal Services",5.5
2013,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Real Estate Services,2.8
2013,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Professional Services,5.9
2013,Employed Male Residents Aged 55 - 59 Years,Services,Business Services,Administrative & Support Services,7.9
2013,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Public Administration & Education,8.1
2013,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services",Health & Social Services,1.8
2013,Employed Male Residents Aged 55 - 59 Years,Services,"Community, Social & Personal Services","Arts, Entertainment & Recreation",1.6
